file,shape,W_max,W_2norm,W_frob,W_frob_over_2norm,status,path
ISDFov_bareGDF_diamond_2x2x2_gth-szv_c12.chk,"(8, 96, 96)",40.1,207.7,228.5,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_2x2x2_gth-szv_c12.chk
ISDFov_bareGDF_diamond_3x3x3_gth-dzvp_c5.chk,"(27, 130, 130)",4.7,39.7,44.6,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_3x3x3_gth-dzvp_c5.chk
ISDFov_bareGDF_diamond_3x3x3_gth-dzvp_c6.chk,"(27, 156, 156)",4.7,38.7,44.9,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_3x3x3_gth-dzvp_c6.chk
ISDFov_bareGDF_diamond_3x3x3_gth-dzvp_c8.chk,"(27, 208, 208)",4.0,28.4,33.2,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_3x3x3_gth-dzvp_c8.chk
ISDFov_bareGDF_diamond_3x3x3_gth-dzvp_c12.chk,"(27, 312, 312)",1.8,18.1,20.9,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_3x3x3_gth-dzvp_c12.chk
ISDFov_bareGDF_diamond_3x3x3_gth-szv_c5.chk,"(27, 40, 40)",2.1,7.1,9.1,1.3,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_3x3x3_gth-szv_c5.chk
ISDFov_bareGDF_diamond_3x3x3_gth-szv_c6.chk,"(27, 48, 48)",2.0,9.6,11.7,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_3x3x3_gth-szv_c6.chk
ISDFov_bareGDF_diamond_3x3x3_gth-szv_c8.chk,"(27, 64, 64)",9.1,52.9,56.4,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_3x3x3_gth-szv_c8.chk
ISDFov_bareGDF_diamond_3x3x3_gth-szv_c12.chk,"(27, 96, 96)",34.9,265.5,272.7,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_3x3x3_gth-szv_c12.chk
ISDFov_bareGDF_diamond_4x4x4_gth-dzvp_c5.chk,"(64, 130, 130)",6.7,71.5,74.4,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_4x4x4_gth-dzvp_c5.chk
ISDFov_bareGDF_diamond_4x4x4_gth-dzvp_c6.chk,"(64, 156, 156)",4.6,62.0,64.9,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_4x4x4_gth-dzvp_c6.chk
ISDFov_bareGDF_diamond_4x4x4_gth-dzvp_c8.chk,"(64, 208, 208)",4.1,48.9,51.6,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_4x4x4_gth-dzvp_c8.chk
ISDFov_bareGDF_diamond_4x4x4_gth-dzvp_c12.chk,"(64, 312, 312)",2.1,31.7,33.4,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_4x4x4_gth-dzvp_c12.chk
ISDFov_bareGDF_diamond_4x4x4_gth-szv_c5.chk,"(64, 40, 40)",1.8,6.7,8.0,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_4x4x4_gth-szv_c5.chk
ISDFov_bareGDF_diamond_4x4x4_gth-szv_c6.chk,"(64, 48, 48)",1.8,8.9,10.3,1.2,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_4x4x4_gth-szv_c6.chk
ISDFov_bareGDF_diamond_4x4x4_gth-szv_c8.chk,"(64, 64, 64)",11.9,83.5,85.5,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_4x4x4_gth-szv_c8.chk
ISDFov_bareGDF_diamond_4x4x4_gth-szv_c12.chk,"(64, 96, 96)",39.4,474.4,478.6,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_4x4x4_gth-szv_c12.chk
ISDFov_bareGDF_diamond_5x5x5_gth-dzvp_c5.chk,"(125, 130, 130)",12.5,116.3,118.3,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_5x5x5_gth-dzvp_c5.chk
ISDFov_bareGDF_diamond_5x5x5_gth-dzvp_c6.chk,"(125, 156, 156)",11.5,103.1,105.3,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_5x5x5_gth-dzvp_c6.chk
ISDFov_bareGDF_diamond_5x5x5_gth-dzvp_c8.chk,"(125, 208, 208)",7.9,85.7,87.7,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_5x5x5_gth-dzvp_c8.chk
ISDFov_bareGDF_diamond_5x5x5_gth-dzvp_c12.chk,"(125, 312, 312)",3.1,49.5,50.7,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_5x5x5_gth-dzvp_c12.chk
ISDFov_bareGDF_diamond_5x5x5_gth-szv_c5.chk,"(125, 40, 40)",1.9,7.6,8.7,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_5x5x5_gth-szv_c5.chk
ISDFov_bareGDF_diamond_5x5x5_gth-szv_c6.chk,"(125, 48, 48)",1.9,10.5,11.7,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_5x5x5_gth-szv_c6.chk
ISDFov_bareGDF_diamond_5x5x5_gth-szv_c8.chk,"(125, 64, 64)",12.9,105.4,106.9,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_5x5x5_gth-szv_c8.chk
ISDFov_bareGDF_diamond_5x5x5_gth-szv_c12.chk,"(125, 96, 96)",51.5,703.7,706.3,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_5x5x5_gth-szv_c12.chk
ISDFov_bareGDF_diamond_6x6x6_gth-dzvp_c5.chk,"(216, 130, 130)",16.0,155.2,156.6,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_6x6x6_gth-dzvp_c5.chk
ISDFov_bareGDF_diamond_6x6x6_gth-dzvp_c6.chk,"(216, 156, 156)",14.7,143.2,144.8,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_6x6x6_gth-dzvp_c6.chk
ISDFov_bareGDF_diamond_6x6x6_gth-dzvp_c8.chk,"(216, 208, 208)",8.1,121.6,122.9,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_6x6x6_gth-dzvp_c8.chk
ISDFov_bareGDF_diamond_6x6x6_gth-dzvp_c12.chk,"(216, 312, 312)",3.2,74.3,75.2,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_6x6x6_gth-dzvp_c12.chk
ISDFov_bareGDF_diamond_6x6x6_gth-szv_c5.chk,"(216, 40, 40)",2.3,11.2,12.3,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_6x6x6_gth-szv_c5.chk
ISDFov_bareGDF_diamond_6x6x6_gth-szv_c6.chk,"(216, 48, 48)",2.8,15.8,16.9,1.1,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_6x6x6_gth-szv_c6.chk
ISDFov_bareGDF_diamond_6x6x6_gth-szv_c8.chk,"(216, 64, 64)",12.5,114.9,116.0,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_6x6x6_gth-szv_c8.chk
ISDFov_bareGDF_diamond_6x6x6_gth-szv_c12.chk,"(216, 96, 96)",61.9,921.0,922.6,1.0,ok,/resnick/groups/changroup/members/jsun3/xprize/fit_THC/data_GDF/ISDFov_bareGDF_diamond_6x6x6_gth-szv_c12.chk
